scope,addr,name,signature,type,comment,evidence,basis
Setup,0x205D8,smi_send_20ff_unless_flag_is_0c,,smi,"Calls 0x00020d34 for two 16-bit out-values and returns early if the first is 0xC. It resolves the interface whose GUID is at 0x000234B0 through offset 0x140 of the table at 0x00029478, calls its method at offset 0x40 with a status out-pointer, and bails with 0x8000000000000003 unless that succeeds and the word is 0. It then builds an 8-byte buffer of the dword 0x20FF plus the dword argument, sets the out-size to 4 and the last stack byte to 7, and calls the first qword of the interface with (0, buffer, 8, out-size, 0, 7). If that call succeeds, the dword at buffer offset 0 is tested against 0xFF000000 and the return value is replaced with 0x8000000000000007 when any of that mask is set.",bios/ghidra/listings/Setup/000205D8.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x206A0,read_pcmp_header_into_out_buffer,,protocol,"Calls the method at offset 0x40 of the interface whose pointer is the second argument, and returns 0x8000000000000003 unless it succeeds and the status word it wrote is 0. It then calls the first qword of that same interface with (0, buffer, 8, out-size, 0, 7) where the 8-byte buffer holds the dword 0x1CFF and then the dword 0x50434D50, and the out-size is 0x60. The returned dword is accepted only if (dword & 0x7F00) == 0x1C00, bit 15 is set, bits 24-31 are clear, and the dword at buffer+4 still reads 0x50434D50; on that path 0x58 bytes are copied from the 0x60-byte stack buffer to the first argument, the first 4 bytes of which are overwritten with 0x50434D50. Which of the two this selects - header or payload - is not settled by the listing.",bios/ghidra/listings/Setup/000206A0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20918,smi_send_50000_subcommand_11,,smi,"Returns 0x8000000000000003 unless 0x00020c20 returns 0, the interface whose GUID is at 0x000234B0 is found through offset 0x140 of the table at 0x00029478, its method at offset 0x40 succeeds with a zero status word, and its method at offset 0x38 succeeds leaving a byte whose low nibble is 0 (otherwise 0x800000000000000A). It then sends a 0x18-byte buffer holding the qword 0x50000, the qword 0x11, the qword 4, the byte argument and two zero bytes, with out-size 0x14 and the last stack byte 8, and replaces the result with 0x8000000000000007 if the dword four bytes into the out-size slot is non-zero.",bios/ghidra/listings/Setup/00020918.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20A08,smi_send_50000_subcommand_1a_echo,,smi,"Returns 0x8000000000000003 unless 0x00020c20 returns 0; returns 0x8000000000000002 if the buffer pointer argument is null. It resolves the interface whose GUID is at 0x000234B0 through offset 0x140 of the table at 0x00029478, calls its method at offset 0x40 with a status out-pointer (0x8000000000000003 on failure or a non-zero status) and its method at offset 0x38 (0x800000000000000A on failure or a non-zero low nibble). It then builds a 0x30-byte buffer of the dword 0x50000, the dword 0x1A, the byte argument's buffer offsets 0x14 and 0x15, the dword 0x1C and zero dwords, sends it with out-size 0x30 and the last stack byte 8, replaces the result with 0x8000000000000007 if a non-zero dword comes back, and copies the whole 0x30-byte buffer to the caller's pointer unless that pointer is the same buffer.",bios/ghidra/listings/Setup/00020A08.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20C20,check_smm_software_smi_available,,gate,"Tries the entry at offset 0x140 of the table at 0x00029478 with the GUID at 0x00023950 and returns 1 immediately if that succeeds. Otherwise it resolves the interface whose GUID is at 0x000234B0 the same way, calls its method at offset 0x40 with a status out-pointer, and returns 0 unless that succeeds and the status word is 0. It then calls the first qword of that interface with (0, buffer, 4, out-size, 0, 7) where the buffer holds the dword 0x1DFF and the out-size is 8, taking the dword at out-size+4 as a condition; on any failure of the resolve or the method it returns 0. If that call succeeds and the dword is 0, it re-tries the 0x23950 lookup and, only if it comes back as 0x800000000000000E, calls the entry at offset 0x80 of the same table with (out-pointer, the same GUID, 0, 0). Returns 1 on that path. Several callers gate their whole body on the low byte of this return.",bios/ghidra/listings/Setup/00020C20.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20D34,read_acpi_20_table_creator_words,,reader,"Calls 0x0001f90c with the address 0x00023530, which searches a table it caches itself for a 16-byte match. If that returns a null pointer the function returns 0x8000000000000003; otherwise it stores the 16-bit words at offset 0x1C and offset 0x1E of the returned structure through the two out-pointers and returns 0. Which table 0x00023530 identifies is not decoded here, so the two words are reported by offset only.",bios/ghidra/listings/Setup/00020D34.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20D80,read_cmos_index_0x7d_value,,ec-io,"Samples RFLAGS through 0x000004a0, takes bit 9 (the interrupt-enable flag) of the result, and issues CLI through 0x00000450. It then sets bit 17 of the dword at absolute address 0xFDC431FC, reads the byte from I/O port 0x70, clears bit 17 of the same dword, and writes (that byte & 0x80) | 0x7D back to port 0x70. It reads the byte from I/O port 0x71, and if the sampled interrupt-enable flag was set issues STI through 0x00000440 before returning that byte. The device behind I/O ports 0x70 and 0x71 is not identified in this module, so no mechanism is assigned to them here.",bios/ghidra/listings/Setup/00020D80.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20DF0,write_cmos_index_0x7c_or_0x7e_value,,ec-io,"Samples RFLAGS through 0x000004a0, takes bit 9 (the interrupt-enable flag), and issues CLI through 0x00000450. If the first byte argument is below 0x80 it sets bit 17 of the dword at absolute address 0xFDC431FC, reads I/O port 0x70, clears that bit again, and keeps only bit 7 of the byte read; the port pair used is then (0x70, 0x71). Otherwise the pair is (0x72, 0x73) and no port is read. It writes (first argument & 0x7F) OR the retained bit 7 to the first port and the second byte argument to the second, then issues STI through 0x00000440 if the sampled interrupt-enable flag was set, and returns the second argument. The device behind I/O ports 0x70-0x73 is not identified in this module.",bios/ghidra/listings/Setup/00020DF0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20E94,get_child_handle_of_type_23480,,protocol,"Calls the entry at offset 0x98 of the table at 0x00029478 with the cached value in 0x00029480, the address 0x00023480, and an out-pointer. Returns 0 if that status is negative; otherwise loads the pointer the call wrote and returns the qword at its offset 0x18.",bios/ghidra/listings/Setup/00020E94.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x20ED4,open_child_and_call_offset_18,,protocol,"Returns 0x800000000000000E if the first argument is null. Otherwise it calls the entry at offset 0x98 of the table at 0x00029478 with that argument, the address 0x000236C0 and an out-pointer, returning 0x800000000000000E on a negative status. It takes the two qwords the call wrote from the out area, zeroes both, and calls the method at offset 0x18 of the first qword (the interface) with (interface, second argument, 0x19, 0, both zeroed qwords, a byte from the third argument, and the second zeroed qword again), returning that method's status unchanged.",bios/ghidra/listings/Setup/00020ED4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x21068,walk_semicolon_list_adding_each_token,,logic,"Calls 0x00021f60 on its first argument and returns 0 if that yields a null pointer. Otherwise it walks the returned ASCII string splitting at every ';' byte - it replaces the ';' with a NUL and advances - and for each token calls 0x0001cf88 against the NUL-terminated data at 0x000278E4 over a length it measures from 0x000278E5. On a zero compare it calls either the first or the second qword of the interface cached in 0x000294E8 - the second when the 16-bit second argument is non-zero, the first otherwise - passing the first argument and, on the first path, a pointer to that 16-bit value, and breaks the loop on a negative return. The string is passed to the entry at offset 0x48 of the table at 0x00029478 at the end, and the 16-bit argument is the return value if the last status was non-negative.",bios/ghidra/listings/Setup/00021068.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x21180,get_string_for_langcopy_retried_on_buffer_too_small,,reader,"Calls 0x00021f60 on the global at 0x000293C0 and returns 0 if that yields a null pointer. It then calls 0x0001f24c with the 16 bytes at 0x00025C88 and the address 0x000234A0 to get a language string, uses that string in preference to the one at 0x00028B91 when it is non-null, and passes both to 0x0001f320 with a null second argument; a null result returns 0. It calls the method at offset 8 of the interface cached in 0x000294E8 with the resulting string, the global at 0x000293C0, the value 0x14D8, a pointer to the 16-bit second argument, and two cleared out-pointers. If that returns 0x8000000000000005 it allocates a buffer of the size the failed call reported, zeroes it through 0x0001b544, and repeats the same call into that buffer, freeing the buffer and returning 0 if the repeat also fails. On every exit path the intermediate strings are passed to the entry at offset 0x48 of the table at 0x00029478.",bios/ghidra/listings/Setup/00021180.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x212F0,get_string_from_0x29510_protocol_with_retry,,reader,"Resolves the interface whose GUID is at 0x00023870 into the global at 0x00029510 the first time it is needed, through the entry at offset 0x140 of the table at 0x00029478, and returns 0 if the lookup fails or leaves the global null. If the third argument is a non-zero buffer it is used directly; otherwise the method at offset 8 of the interface is called with (interface, a cleared qword, an out-pointer, the byte 1, the second argument, the first argument), and a non-negative status returns a fresh 2-byte zeroed allocation from 0x0001b544. A status of 0x8000000000000005 instead leads to a 0x0001b544 allocation of the size reported in the out-pointer, which is then used as the buffer. The method at offset 8 is finally called with (interface, cleared qword, buffer, a byte set from whether the third argument was null, second argument, first argument) and the buffer pointer is zeroed if that call fails.",bios/ghidra/listings/Setup/000212F0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x213F0,format_string_pair_from_hii_string,,protocol,"Calls 0x000212F0 with a null third argument and returns 0 if it yields a null pointer. It measures the NUL-terminated 16-bit string at 0x00028BE0 and the returned string, adds their two byte lengths plus 4, allocates that many zeroed bytes through 0x0001b544, and formats into it through 0x0001c0f8 with the format at 0x00028B98 and the 16-bit string at 0x00028BE0 as the argument; the returned string is freed through the entry at offset 0x48 of the table at 0x00029478. If the allocation is non-null it calls the method at offset 0x20 of the interface cached in 0x000294F8 with (that interface, the formatted string, the fourth argument, and two out-pointers), frees the string, and returns whether that status was non-negative.",bios/ghidra/listings/Setup/000213F0.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x214E4,format_string_with_optional_suffix,,protocol,"Two paths build a format buffer. With a null fifth argument the buffer size is the byte length of the 16-bit string at 0x00028BE0 plus 0x42, and the format used is the one at 0x00028BA8. With a non-null fifth argument the size is the combined byte lengths of the strings at 0x00028BE0 and at that argument plus 2, and the format used is the one at 0x00026398. Either way the buffer is zeroed through 0x0001b544 and filled through 0x0001c0f8 with the 16-bit string at 0x00028BE0 as the argument, and a null allocation returns 0. It then calls the method at offset 0x18 of the interface cached in 0x000294F8 with (that interface, the formatted string, the fourth argument, the third argument, a pointer to the fifth argument, and an out-pointer), frees the string, and returns 0 if that status was negative or the out-pointer is null. Otherwise it measures the string at 0x00028BE0, calls 0x000212F0 with (first argument, second argument, the out-pointer advanced past that measured length), frees the out-pointer, and returns whether the result was non-null.",bios/ghidra/listings/Setup/000214E4.asm; bios/decompiled/Setup.c,hand-decoded
